Date,Team,Acquired,Relinquished,Notes
2020-03-04,Dallas Mavericks,,Jose Juan,placed on IL with sore right ankle
2020-03-04,New York Knicks,Reggie Bullock,,activated from IL
2020-03-04,Portland Trailblazers,Damian Lillard,,activated from IL
2020-03-04,Boston Celtics,Jayson Tatum,,activated from IL
2020-03-04,Boston Celtics,,Jaylen Brown,placed on IL with strained right hamstring
2020-03-04,Boston Celtics,,Gordon Hayward,placed on IL with bruised right knee
2020-03-04,Chicago Bulls,Lauri Markkanen,,activated from IL
2020-03-04,Milwaukee Bucks,,George Hill,placed on IL with groin injury
2020-03-04,Milwaukee Bucks,,DJ Wilson,placed on IL
2020-03-04,New York Knicks,,Mitchell Robinson,placed on IL with left hamstring injury
2020-03-05,Golden State Warriors,,Kevon Looney,placed on IL with sore left hip
2020-03-05,Toronto Raptors,Serge Ibaka,,activated from IL
2020-03-05,Toronto Raptors,,Dewan Hernandez,placed on IL with sprained right ankle
2020-03-05,Charlotte Hornets,Devonte Graham,,activated from IL
2020-03-05,Cleveland Cavaliers,,Kevin Porter,placed on IL with concussion (out for season)
2020-03-05,Denver Nuggets,Noah Vonleh,,activated from IL
2020-03-06,New Orleans Pelicans,,JJ Redick,placed on IL with strained left hamstring
2020-03-06,Detroit Pistons,Bruce Brown,,activated from IL
2020-03-06,New Orleans Pelicans,Kenrich Williams,,activated from IL
2020-03-06,Indiana Pacers,Victor Oladipo,,activated from IL
2020-03-06,Indiana Pacers,,TJ Warren,placed on IL with left leg injury
2020-03-06,Indiana Pacers,,Doug McDermott,placed on IL with toe injury
2020-03-06,Dallas Mavericks,Jose Juan,,activated from IL
2020-03-06,Dallas Mavericks,,Tim Hardaway,placed on IL with illness
2020-03-06,Indiana Pacers,,Malcolm Brogdon,placed on IL with torn left quadriceps
2020-03-06,Orlando Magic,,Evan Fournier,placed on IL with sprained right elbow
2020-03-06,Los Angeles Lakers,Alex Caruso,,activated from IL
2020-03-06,New York Knicks,Mitchell Robinson,,activated from IL
2020-03-06,Miami Heat,,Gabe Vincent,placed on IL
2020-03-06,Atlanta Hawks,Dewayne Dedmon,,activated from IL
2020-03-06,Atlanta Hawks,,Trae Young,placed on IL with flu
2020-03-06,Boston Celtics,,Tremont Waters,placed on IL with sprained left knee
2020-03-06,Milwaukee Bucks,Kyle Korver,,activated from IL
2020-03-06,Dallas Mavericks,,Dorian Finney-Smith,placed on IL with right hip injury
2020-03-07,Golden State Warriors,,Stephen Curry,placed on IL with flu
2020-03-07,Golden State Warriors,,Draymond Green,placed on IL with sore left knee
2020-03-07,Houston Rockets,,Eric Gordon,placed on IL with sore right knee
2020-03-07,Denver Nuggets,,Vlatko Cancar,placed on IL
2020-03-07,Cleveland Cavaliers,Alfonzo McKinnie,,activated from IL
2020-03-07,Atlanta Hawks,Trae Young,,activated from IL
2020-03-07,Cleveland Cavaliers,Tristan Thompson,,activated from IL
2020-03-07,Sacramento Kings,Richaun Holmes,,activated from IL
2020-03-08,Oklahoma City Thunder,,Shai Gilgeous-Alexander,placed on IL with bruised right hip
2020-03-08,Toronto Raptors,Marc Gasol,,activated from IL
2020-03-08,Minnesota Timberwolves,,Kelan Martin,placed on IL with sprained left ankle
2020-03-08,New Orleans Pelicans,,Nickeil Alexander-Walker,placed on IL with fractured right wrist
2020-03-08,Washington Wizards,,Anzejs Pasecniks,placed on IL with stiff neck
2020-03-08,Washington Wizards,,Ishmael Smith,placed on IL with left hamstring injury
2020-03-08,Minnesota Timberwolves,Evan Turner,,activated from IL
2020-03-08,Indiana Pacers,TJ Warren,,activated from IL
2020-03-08,Boston Celtics,Gordon Hayward,,activated from IL
2020-03-08,Dallas Mavericks,,Seth Curry,placed on IL with sprained left ankle
2020-03-08,Dallas Mavericks,,Michael Kidd-Gilchrist,placed on IL with illness
2020-03-08,Miami Heat,Gabe Vincent,,activated from IL
2020-03-08,Dallas Mavericks,Tim Hardaway,,activated from IL
2020-03-08,Milwaukee Bucks,George Hill,,activated from IL
2020-03-08,Milwaukee Bucks,DJ Wilson,,activated from IL
2020-03-08,Milwaukee Bucks,,Giannis Antetokounmpo,placed on IL with sprained left knee
2020-03-09,Milwaukee Bucks,,Eric Bledsoe,placed on IL with right knee injury
2020-03-09,Milwaukee Bucks,,George Hill,placed on IL with right adductor injury
2020-03-09,San Antonio Spurs,Marco Belinelli,,activated from IL
2020-03-10,Washington Wizards,Anzejs Pasecniks,,activated from IL
2020-03-10,Washington Wizards,,Isaac Bonga,placed on IL with groin injury
2020-03-10,Golden State Warriors,Ky Bowman,,activated from IL
2020-03-10,San Antonio Spurs,LaMarcus Aldridge,,activated from IL
2020-03-10,San Antonio Spurs,,Dejounte Murray,placed on IL with strained right calf
2020-03-10,Los Angeles Lakers,,Dwight Howard,placed on IL with upset stomach
2020-03-10,Dallas Mavericks,Dorian Finney-Smith,,activated from IL
2020-03-10,Dallas Mavericks,,Willie Cauley-Stein,placed on IL with illness
2020-03-10,New York Knicks,Dennis Smith,,activated from IL
2020-03-10,Philadelphia 76ers,Josh Richardson,,activated from IL
2020-03-10,Houston Rockets,Eric Gordon,,activated from IL
2020-03-11,Dallas Mavericks,Michael Kidd-Gilchrist,,activated from IL
2020-03-11,Golden State Warriors,Stephen Curry,,activated from IL
2020-03-11,Detroit Pistons,,John Henson,placed on IL with sprained left ankle (out for season)
2020-03-11,Dallas Mavericks,Willie Cauley-Stein,,activated from IL
2020-03-11,Dallas Mavericks,,Dorian Finney-Smith,placed on IL with right hip injury
2020-03-11,Oklahoma City Thunder,Shai Gilgeous-Alexander,,activated from IL
2020-03-11,Miami Heat,Tyler Herro,,activated from IL
2020-03-11,Philadelphia 76ers,Joel Embiid,,activated from IL
2020-03-11,Milwaukee Bucks,Eric Bledsoe,,activated from IL
2020-03-11,Charlotte Hornets,,Terry Rozier,placed on IL with illness
2020-03-11,Miami Heat,,Jimmy Butler,placed on IL with left big toe injury
2020-03-11,Milwaukee Bucks,George Hill,,activated from IL
2020-07-07,Nets,,Taurean Prince,COVID-19 coronavirus (out for season)
2020-07-07,Nets,,Wilson Chandler,COVID-19 coronavirus (out indefinitely)
2020-07-09,Washington Wizards,Gary Payton,,COVID-19 coronavirus (out indefinitely)
2020-07-29,Boston Celtics,Jaylen Brown,,activated from IL
2020-07-29,Charlotte Hornets,Terry Rozier,,activated from IL
2020-07-29,Nets,Garrett Temple,,activated from IL
2020-07-30,San Antonio Spurs,,Bryn Forbes,placed on IL with right quadriceps injury (out for season)
2020-07-30,Los Angeles Lakers,Dion Waiters,,activated from IL
2020-07-30,New Orleans Pelicans,Nickeil Alexander-Walker,,activated from IL
2020-07-30,New Orleans Pelicans,JJ Redick,,activated from IL
2020-07-30,Dallas Mavericks,,Michael Kidd-Gilchrist,placed on IL with conditioning
2020-07-30,Los Angeles Lakers,Dwight Howard,,activated from IL
2020-07-30,Los Angeles Lakers,,Rajon Rondo,placed on IL with fractured right thumb
2020-07-30,Memphis Grizzlies,,Tyus Jones,placed on IL with sore right knee (out for season)
2020-07-30,Los Angeles Clippers,,Louis Williams,placed on IL with quarantine for leaving bubble
2020-07-30,Milwaukee Bucks,,Pat Connaughton,placed on IL with conditioning
2020-07-30,Milwaukee Bucks,,Eric Bledsoe,placed on IL with conditioning
2020-07-30,Sacramento Kings,,Alex Len,placed on IL with conditioning
2020-07-31,Nets,,Jamal Crawford,placed on IL with conditioning
2020-07-31,Nets,,Nicolas Claxton,placed on IL recovering from surgery on shoulder (out for season)
2020-07-31,Nets,,Wilson Chandler,placed on IL (out for season)
2020-07-31,Denver Nuggets,,Gary Harris,placed on IL with strained right hip
2020-07-31,Denver Nuggets,,Vlatko Cancar,placed on IL with fractured left foot (out for season)
2020-07-31,Denver Nuggets,Bol Bol,,activated from IL
2020-07-31,Indiana Pacers,,Domantas Sabonis,placed on IL with left foot injury (out for season)
2020-07-31,Indiana Pacers,Doug McDermott,,activated from IL
2020-07-31,Toronto Raptors,Dewan Hernandez,,activated from IL
2020-07-31,Dallas Mavericks,Seth Curry,,activated from IL
2020-07-31,Denver Nuggets,,Will Barton,placed on IL with sore right knee (out for season)
2020-07-31,Orlando Magic,Jonathan Isaac,,activated from IL
2020-07-31,Dallas Mavericks,Dorian Finney-Smith,,activated from IL
2020-07-31,Orlando Magic,,Wesley Iwundu,placed on IL with stiff neck
2020-07-31,Miami Heat,Meyers Leonard,,activated from IL
2020-07-31,Miami Heat,Jimmy Butler,,activated from IL
2020-07-31,Memphis Grizzlies,Jaren Jackson,,activated from IL
2020-07-31,Memphis Grizzlies,Grayson Allen,,activated from IL
2020-07-31,Memphis Grizzlies,Brandon Clarke,,activated from IL
2020-07-31,Milwaukee Bucks,Giannis Antetokounmpo,,activated from IL
2020-07-31,Milwaukee Bucks,,Marvin Williams,placed on IL with strained left groin
2020-07-31,Portland Trailblazers,Zach Collins,,activated from IL
2020-07-31,Portland Trailblazers,Jusuf Nurkic,,activated from IL
2020-07-31,Philadelphia 76ers,Ben Simmons,,activated from IL
2020-07-31,Orlando Magic,Evan Fournier,,activated from IL
2020-08-01,Indiana Pacers,,Malcolm Brogdon,placed on IL with cervical strain
2020-08-01,Toronto Raptors,,Patrick McCaw,placed on IL with sore left knee (out for season)
2020-08-01,Toronto Raptors,,Oshae Brissett,placed on IL with sore right knee
2020-08-01,Denver Nuggets,,Jamal Murray,placed on IL with left hamstring injury
2020-08-01,Miami Heat,,KZ Okpala,placed on IL with Achilles injury
2020-08-01,Miami Heat,,Gabe Vincent,placed on IL
2020-08-01,Philadelphia 76ers,,Glenn Robinson,placed on IL with left hip pointer
2020-08-01,Philadelphia 76ers,,Mike Scott,placed on IL with sore right knee
2020-08-02,Milwaukee Bucks,Marvin Williams,,activated from IL
2020-08-02,Orlando Magic,Wesley Iwundu,,activated from IL
2020-08-02,Dallas Mavericks,Michael Kidd-Gilchrist,,activated from IL
2020-08-02,San Antonio Spurs,,Marco Belinelli,placed on IL with sprained left foot
2020-08-03,Milwaukee Bucks,,Wesley Matthews,placed on IL with right calf injury
2020-08-03,Milwaukee Bucks,Eric Bledsoe,,activated from IL
2020-08-03,Milwaukee Bucks,Pat Connaughton,,activated from IL
2020-08-03,Miami Heat,Gabe Vincent,,activated from IL
2020-08-03,Miami Heat,KZ Okpala,,activated from IL
2020-08-03,Indiana Pacers,Malcolm Brogdon,,activated from IL
2020-08-03,Oklahoma City Thunder,,Terrance Ferguson,placed on IL with lower leg injury
2020-08-04,Phoenix Suns,Jalen Lecque,,activated from IL
2020-08-04,Nets,Jamal Crawford,,activated from IL
2020-08-04,Oklahoma City Thunder,,Mike Muscala,placed on IL with concussion
2020-08-04,Dallas Mavericks,,Seth Curry,placed on IL with right leg injury
2020-08-04,Los Angeles Clippers,Louis Williams,,activated from IL
2020-08-04,Sacramento Kings,Alex Len,,activated from IL
2020-08-04,Utah Jazz,,Nigel Williams-Goss,placed on IL with sprained left ankle
2020-08-04,Miami Heat,,Jimmy Butler,placed on IL with sore right ankle
2020-08-04,Orlando Magic,,Jonathan Isaac,placed on IL with torn ACL in left knee (out for season)
2020-08-05,Phoenix Suns,,Elie Okobo,placed on IL with sprained right ankle
2020-08-05,Phoenix Suns,,Aron Baynes,placed on IL with right knee injury / conditioning
2020-08-05,San Antonio Spurs,Marco Belinelli,,activated from IL
2020-08-05,Nets,,Jamal Crawford,placed on IL with strained left hamstring (out for season)
2020-08-05,Los Angeles Lakers,,Dwight Howard,placed on IL with sore right knee
2020-08-05,Memphis Grizzlies,,Jaren Jackson,placed on IL with torn meniscus in left knee (out for season)
2020-08-05,Los Angeles Clippers,,Patrick Beverley,placed on IL with strained left calf
2020-08-05,Orlando Magic,,Michael Carter-Williams,placed on IL with left foot injury (out for season)
2020-08-06,Los Angeles Lakers,,LeBron James,placed on IL with right groin injury
2020-08-06,Indiana Pacers,,Doug McDermott,placed on IL with sore right knee
2020-08-06,Houston Rockets,,Russell Westbrook,placed on IL with bruised right quadriceps
2020-08-06,Denver Nuggets,,Troy Daniels,placed on IL with right hip injury
2020-08-06,Los Angeles Lakers,Dwight Howard,,activated from IL
2020-08-06,Los Angeles Lakers,,Alex Caruso,placed on IL with neck spasms
2020-08-06,Miami Heat,,Gabe Vincent,placed on IL with sore right knee
2020-08-06,Utah Jazz,,Mike Conley,placed on IL with sore right knee
2020-08-06,Utah Jazz,,Donovan Mitchell,placed on IL with left leg injury
2020-08-06,Miami Heat,,Goran Dragic,placed on IL with sprained left ankle
2020-08-06,Milwaukee Bucks,Wesley Matthews,,activated from IL
2020-08-06,Utah Jazz,,Royce ONeale,placed on IL with right calf injury
2020-08-07,Oklahoma City Thunder,,Steven Adams,placed on IL with bruised lower left leg
2020-08-07,Oklahoma City Thunder,Terrance Ferguson,,activated from IL
2020-08-07,New Orleans Pelicans,,Zion Williamson,placed on IL
2020-08-07,Toronto Raptors,Oshae Brissett,,activated from IL
2020-08-07,Sacramento Kings,,Kent Bazemore,placed on IL with left calf injury (out for season)
2020-08-07,Philadelphia 76ers,Mike Scott,,activated from IL
2020-08-07,Philadelphia 76ers,,Ben Simmons,placed on IL with dislocated kneecap in left knee (out for season)
2020-08-07,Orlando Magic,,Aaron Gordon,placed on IL with strained left hamstring (out for season)
2020-08-08,Oklahoma City Thunder,Mike Muscala,,activated from IL
2020-08-08,Los Angeles Lakers,Alex Caruso,,activated from IL
2020-08-08,Indiana Pacers,Doug McDermott,,activated from IL
2020-08-08,Denver Nuggets,Troy Daniels,,activated from IL
2020-08-08,Denver Nuggets,Jamal Murray,,activated from IL
2020-08-08,Dallas Mavericks,Seth Curry,,activated from IL
2020-08-08,Los Angeles Lakers,LeBron James,,activated from IL
2020-08-08,Los Angeles Lakers,,Danny Green,placed on IL with right hip injury
2020-08-08,Portland Trailblazers,,Hassan Whiteside,placed on IL with strained left hip
2020-08-08,Utah Jazz,Royce ONeale,,activated from IL
2020-08-08,Utah Jazz,Mike Conley,,activated from IL
2020-08-08,Utah Jazz,Donovan Mitchell,,activated from IL
2020-08-08,Utah Jazz,,Juwan Morgan,placed on IL with sore right knee
2020-08-08,Utah Jazz,,Emmanuel Mudiay,placed on IL with sore left knee
2020-08-08,Miami Heat,Gabe Vincent,,activated from IL
2020-08-08,Sacramento Kings,,Richaun Holmes,placed on IL with sore right hip (out for season)
2020-08-09,Washington Wizards,,Shabazz Napier,placed on IL with sprained right ankle (out for season)
2020-08-09,Oklahoma City Thunder,,Andre Roberson,placed on IL with sore right ankle
2020-08-09,Houston Rockets,Bruno Caboclo,,activated from IL
2020-08-09,Dallas Mavericks,,Dorian Finney-Smith,placed on IL with left hip injury
2020-08-09,New Orleans Pelicans,Zion Williamson,,activated from IL
2020-08-09,Los Angeles Lakers,,Kentavious Caldwell-Pope,placed on IL with bruised right foot
2020-08-09,Utah Jazz,Emmanuel Mudiay,,activated from IL
2020-08-09,Philadelphia 76ers,Glenn Robinson,,activated from IL
2020-08-09,Orlando Magic,,Evan Fournier,placed on IL with illness
2020-08-10,Oklahoma City Thunder,Andre Roberson,,activated from IL
2020-08-10,Oklahoma City Thunder,,Shai Gilgeous-Alexander,placed on IL with right calf injury
2020-08-10,Oklahoma City Thunder,,Nerlens Noel,placed on IL with sore right ankle
2020-08-10,Oklahoma City Thunder,,Danilo Gallinari,placed on IL with left ankle injury
2020-08-10,Toronto Raptors,,Serge Ibaka,placed on IL with bruised right knee
2020-08-10,Toronto Raptors,,Oshae Brissett,placed on IL with surgery on right knee (out for season)
2020-08-10,Toronto Raptors,,Kyle Lowry,placed on IL with sore lower back
2020-08-10,Toronto Raptors,,Fred VanVleet,placed on IL with right knee injury
2020-08-10,New Orleans Pelicans,,Jrue Holiday,placed on IL with right elbow injury (out for season)
2020-08-10,New Orleans Pelicans,,Zion Williamson,placed on IL with sore right knee (out for season)
2020-08-10,Orlando Magic,,Terrence Ross,placed on IL with medical tests
2020-08-10,Los Angeles Lakers,Danny Green,,activated from IL
2020-08-10,Sacramento Kings,,DeAaron Fox,placed on IL with sore left shoulder (out for season)
2020-08-10,Utah Jazz,,Donovan Mitchell,placed on IL with left leg injury
2020-08-10,Miami Heat,Jimmy Butler,,activated from IL
2020-08-10,Miami Heat,Goran Dragic,,activated from IL
2020-08-10,Milwaukee Bucks,,Giannis Antetokounmpo,placed on IL with toothache
2020-08-10,Philadelphia 76ers,,Joel Embiid,placed on IL with left ankle injury
2020-08-10,Denver Nuggets,,Jerami Grant,placed on IL with sore right knee
2020-08-11,Phoenix Suns,Elie Okobo,,activated from IL
2020-08-11,Phoenix Suns,Aron Baynes,,activated from IL
2020-08-11,Houston Rockets,Russell Westbrook,,activated from IL
2020-08-11,Houston Rockets,,Tyson Chandler,placed on IL with shoulder injury
2020-08-11,Houston Rockets,,Danuel House,placed on IL with sore left toe
2020-08-11,Indiana Pacers,,TJ Warren,placed on IL with sore right foot
2020-08-11,Dallas Mavericks,Dorian Finney-Smith,,activated from IL
2020-08-11,Milwaukee Bucks,Giannis Antetokounmpo,,activated from IL
2020-08-11,Los Angeles Clippers,,Landry Shamet,placed on IL with sprained left foot
2020-08-11,Milwaukee Bucks,,Wesley Matthews,placed on IL with right adductor injury
2020-08-11,Milwaukee Bucks,,Eric Bledsoe,placed on IL with sore right knee
2020-08-11,Milwaukee Bucks,,Donte DiVincenzo,placed on IL with right elbow injury
2020-08-11,Portland Trailblazers,Hassan Whiteside,,activated from IL
2020-08-11,Dallas Mavericks,,Seth Curry,placed on IL with right leg injury
2020-08-12,Houston Rockets,,Russell Westbrook,placed on IL with strained right quadriceps
2020-08-12,Indiana Pacers,,Malcolm Brogdon,placed on IL with sore neck
2020-08-12,Toronto Raptors,,Ogugua Anunoby,placed on IL with sore right knee
2020-08-12,Toronto Raptors,Fred VanVleet,,activated from IL
2020-08-12,Houston Rockets,Eric Gordon,,activated from IL
2020-08-12,Denver Nuggets,Jerami Grant,,activated from IL
2020-08-12,Oklahoma City Thunder,Danilo Gallinari,,activated from IL
2020-08-12,Oklahoma City Thunder,Nerlens Noel,,activated from IL
2020-08-12,Oklahoma City Thunder,Shai Gilgeous-Alexander,,activated from IL
2020-08-12,Oklahoma City Thunder,Steven Adams,,activated from IL
2020-08-12,Houston Rockets,Tyson Chandler,,activated from IL
